,uuid,frameVersion,setCode,isOnlineOnly,isTextless,keywords,name,text,type,rules,leaked_names,has_leakage
10855,71d575f9-be77-5363-b6a1-f048721a5199,2015,PWOE,False,False,,The Apprentice's Folly,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Choose target nontoken creature you control that doesn't have the same name as a token you control. Create a token that's a copy of it, except it isn't legendary, is a Reflection in addition to its other types, and has haste.
III — Sacrifice all Reflections you control.",Enchantment — Saga,"If something becomes a copy of the token, the copy is also a Reflection in addition to its other types, has haste, and isn't legendary.Except for the listed exceptions, the token copies exactly what was printed on the original creature and nothing else (unless that permanent is itself copying something else; see below). It doesn't copy whether that permanent is tapped or untapped, whether it has any counters on it or Auras attached to it, or any non-copy effects that have changed its power, toughness, types, color, and so on.If the copied creature is copying something else, then the token enters the battlefield as whatever that creature copied, with the stated exceptions.",[],False
10872,d509a511-16d2-5730-b548-702cbce31726,2015,CLU,False,False,Myriad,Sumala Rumblers,"Sumala Rumblers's power is equal to the number of creatures you control.
Myriad (Whenever this creature attacks, for each opponent other than defending player, you may create a token copy that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.)",Creature — Wurm,"The ability that defines Sumala Rumblers's power works in all zones, not just the battlefield.",[],False
10873,1875d390-9464-53e5-a44f-f978b0ce3a89,2015,WOE,False,False,Treasure,Flick a Coin,"Flick a Coin deals 1 damage to any target. You create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
Draw a card.",Instant,"If the target is not legal as Flick a Coin tries to resolve, Flick a Coin is removed from the stack. You won't create a Treasure token, and you won't draw a card.",[],False
10897,edaa95c4-4a8c-58bb-9182-4721a7e13b9e,2015,WHO,False,False,,Singing Towers of Darillium,"Each nonland card in your hand without foretell has foretell. Its foretell cost is equal to its mana cost reduced by {2}. (During your turn, you may pay {2} and exile it from your hand face down. Cast it on a later turn for its foretell cost.)
Whenever chaos ensues, you may cast a foretold card you own from exile without paying its mana cost this turn.",Plane — Darillium,"The reduction of the foretell cost applies only to generic mana in the foretell cost. It can't reduce requirements of specific colors of mana. For example, if you foretell a card in your hand with mana cost {1}{G}{G}, its foretell cost will be {G}{G}.Cards that are foretold by virtue of Singing Towers of Darillium's ability won't continue to have the foretell ability once they leave your hand, but you can still cast them from exile on a later turn for the foretell costs they were given by Singing Towers of Darillium.",[],False
10899,9eca6b16-f8de-5ccb-978e-28a25c1c872e,2015,MKC,False,False,"Surveil, Investigate",Unshakable Tail,"When this creature enters and at the beginning of your upkeep, surveil 1.
Whenever one or more creature cards are put into your graveyard from your library, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
{2}, Sacrifice a Clue: Return this card from your graveyard to your hand.",Creature — Zombie Detective,"If an effect puts multiple cards from a library into a graveyard, all of those cards move at the same time. For example, when Aftermath Analyst's enters the battlefield triggered ability resolves, you'll mill three cards at once. If one or more of those cards are creature cards, Unshakable Tail's second ability will trigger.",[],False
10910,ce5212ff-d4ea-5834-9ea2-a05975d192dc,2015,J22,False,False,,Not Forgotten,Put target card from a graveyard on your choice of the top or bottom of its owner's library. Create a 1/1 white Spirit creature token with flying.,Sorcery,"You choose whether to put the target card on the top or bottom of its owner’s library as Not Forgotten resolves.You get the Spirit token, not the owner of the target card.",[],False
10922,22418a5b-2b8f-5e3e-8ff3-70a963211917,2015,WHO,False,False,,The Doctor's Childhood Barn,"Creatures enter tapped.
Whenever chaos ensues, for each opponent, choose up to one target nonland permanent that opponent controls. Untap those permanents. They phase out. They can't phase in for as long as The Doctor's Childhood Barn remains face up. When a player planeswalks, those permanents phase in.",Plane — Gallifrey,A permanent phased out by The Doctor's Childhood Barn phases in during its controller's untap step as normal only if The Doctor's Childhood Barn is no longer face up. (This situation may occur in rare instances if the delayed triggered ability that would normally cause those permanents to phase in immediately is countered.),[],False
10924,c778f565-ef52-5425-baea-0a4fd1ac388d,2015,LTR,False,False,"Flying, Plainscycling, Landcycling, Typecycling, Cycling",Eagles of the North,"Flying
When this creature enters, creatures you control get +1/+0 and gain first strike until end of turn.
Plainscycling {1} ({1}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)",Creature — Bird Soldier,Eagles of the North's triggered ability affects only creatures you control at the time it resolves. Any creatures that come under your control later in the turn won't be affected.,[],False
10926,2d1a89e3-dbc7-5370-8333-4cbafd26dcda,2015,ONE,False,False,,Armored Scrapgorger,"This creature gets +3/+0 as long as it has three or more oil counters on it.
{T}: Add one mana of any color.
Whenever this creature becomes tapped, exile target card from a graveyard and put an oil counter on this creature.",Creature — Phyrexian Beast,"If the card chosen as the target of the last ability is an illegal target as the ability tries to resolve, most likely because it left the graveyard some other way, the ability will fail to resolve and none of its effects will happen. Armored Scrapgorger won't get an oil counter.Armored Scrapgorger's last ability triggers whenever it becomes tapped for any reason, not just due to its mana ability.",[],False
10929,e3ca9a7f-4800-55f4-a2fc-ece60d3b2e94,2015,MOC,False,False,,Dance with Calamity,"Shuffle your library. As many times as you choose, you may exile the top card of your library. If the total mana value of the cards exiled this way is 13 or less, you may cast any number of spells from among those cards without paying their mana costs.",Sorcery,"If you danced with calamity a little too closely, and the total mana value of the exiled cards is greater than 13, the cards you exiled will remain there and you won’t get to cast any of them.You can look at each card you exile before deciding whether to push your luck or stop.If you cast any of the exiled cards, you do so as part of the resolution of the spell. You can’t wait to cast them later in the turn. Timing restrictions based on a card’s type are ignored.",[],False
10940,a652bd6b-62ed-5660-b1f1-61ee562b8f06,2015,MKM,False,False,Investigate,Chalk Outline,"Whenever one or more creature cards leave your graveyard, create a 2/2 white and blue Detective creature token, then investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",Enchantment,"If multiple creature cards leave your graveyard at the same time, Chalk Outline's ability will trigger only once.",[],False
10954,132e5619-8e02-560a-bb8c-a0ff4b02c476,2015,LTC,False,False,,In the Darkness Bind Them,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Create a 3/3 black Wraith creature token with menace. The Ring tempts you.
IV — For each opponent, gain control of up to one target creature that player controls until end of turn. Untap those creatures. They gain haste until end of turn. The Ring tempts you.",Enchantment — Saga,"When In the Darkness Bind Them's final chapter ability triggers, you can choose to target no creatures just so that the Ring tempts you. However, if you do choose at least one target, and all of those targets are illegal at the time the ability tries to resolve, the ability won't resolve and none of its effects will happen. The Ring won't tempt you.If a creature targeted by In the Darkness Bind Them's final chapter ability changes controllers before the ability resolves, that creature is no longer a legal target.While resolving In the Darkness Bind Them's first three chapter abilities, you can choose the Wraith token you just created to be your Ring-bearer as the Ring tempts you.",[],False
